feature,year,gender,number_of_jobs,median_income
14 to 26 weeks,2019-20,Males,94.243,22101.0
14 to 26 weeks,2020-21,Males,101.421,22650.0
14 to 26 weeks,2021-22,Males,137.983,24304.0
27 to 39 weeks,2017-18,Males,66.972,38452.0
27 to 39 weeks,2018-19,Males,73.809,38770.0
27 to 39 weeks,2019-20,Males,73.36,36551.0
27 to 39 weeks,2020-21,Males,80.307,36473.0
27 to 39 weeks,2021-22,Males,106.658,40550.0
40 to 52 weeks,2017-18,Males,494.577,70001.0
40 to 52 weeks,2018-19,Males,539.986,72800.0
40 to 52 weeks,2019-20,Males,586.677,73750.0
40 to 52 weeks,2020-21,Males,624.54,78431.0
40 to 52 weeks,2021-22,Males,653.759,81063.0
1 to 13 weeks,2017-18,Females,78.737,3868.0
1 to 13 weeks,2018-19,Females,82.215,4058.0
1 to 13 weeks,2019-20,Females,60.98,4403.0
1 to 13 weeks,2020-21,Females,94.337,4011.0
1 to 13 weeks,2021-22,Females,126.862,4129.0
14 to 26 weeks,2017-18,Females,70.123,14320.0
14 to 26 weeks,2018-19,Females,74.638,14742.0
14 to 26 weeks,2019-20,Females,78.187,13899.0
14 to 26 weeks,2020-21,Females,89.075,14176.0
14 to 26 weeks,2021-22,Females,125.587,14939.0
27 to 39 weeks,2017-18,Females,53.862,23441.0
27 to 39 weeks,2018-19,Females,61.14,23492.0
27 to 39 weeks,2019-20,Females,61.833,21448.0
27 to 39 weeks,2020-21,Females,69.74,22979.0
27 to 39 weeks,2021-22,Females,96.47,24308.0
40 to 52 weeks,2017-18,Females,421.772,48160.0
40 to 52 weeks,2018-19,Females,465.352,50007.0
40 to 52 weeks,2019-20,Females,500.543,50539.0
40 to 52 weeks,2020-21,Females,540.22,55265.0
40 to 52 weeks,2021-22,Females,585.517,55606.0
1 to 13 weeks,2017-18,Persons,185.114,5189.0
1 to 13 weeks,2018-19,Persons,187.899,5627.0
1 to 13 weeks,2019-20,Persons,142.721,5982.0
1 to 13 weeks,2020-21,Persons,207.47,5319.0
1 to 13 weeks,2021-22,Persons,272.804,5488.0
14 to 26 weeks,2017-18,Persons,156.397,18722.0
14 to 26 weeks,2018-19,Persons,163.288,19267.0
14 to 26 weeks,2019-20,Persons,172.426,18015.0
14 to 26 weeks,2020-21,Persons,190.499,18262.0
14 to 26 weeks,2021-22,Persons,263.579,19395.0
27 to 39 weeks,2017-18,Persons,120.836,31178.0
27 to 39 weeks,2018-19,Persons,134.948,31277.0
27 to 39 weeks,2019-20,Persons,135.191,28969.0
27 to 39 weeks,2020-21,Persons,150.05,29294.0
27 to 39 weeks,2021-22,Persons,203.138,32082.0
40 to 52 weeks,2017-18,Persons,916.351,59154.0
40 to 52 weeks,2018-19,Persons,1005.342,61334.0
40 to 52 weeks,2019-20,Persons,1087.215,62003.0
40 to 52 weeks,2020-21,Persons,1164.767,66822.0
40 to 52 weeks,2021-22,Persons,1239.298,68229.0
1 to 13 weeks,2017-18,Males,36.824,4626.0
1 to 13 weeks,2018-19,Males,35.171,5001.0
1 to 13 weeks,2019-20,Males,27.883,5109.0
1 to 13 weeks,2020-21,Males,42.411,4677.0
1 to 13 weeks,2021-22,Males,53.314,4849.0
14 to 26 weeks,2017-18,Males,27.752,17627.0
14 to 26 weeks,2018-19,Males,28.619,17837.0
14 to 26 weeks,2019-20,Males,30.016,16503.0
14 to 26 weeks,2020-21,Males,35.243,17304.0
14 to 26 weeks,2021-22,Males,47.618,17981.0
27 to 39 weeks,2017-18,Males,21.846,29659.0
27 to 39 weeks,2018-19,Males,23.713,29190.0
27 to 39 weeks,2019-20,Males,23.681,26368.0
27 to 39 weeks,2020-21,Males,27.468,27368.0
27 to 39 weeks,2021-22,Males,36.959,28889.0
40 to 52 weeks,2017-18,Males,153.719,53997.0
40 to 52 weeks,2018-19,Males,166.097,55808.0
40 to 52 weeks,2019-20,Males,179.681,56324.0
40 to 52 weeks,2020-21,Males,192.85,59007.0
40 to 52 weeks,2021-22,Males,208.785,59998.0
1 to 13 weeks,2017-18,Females,48.843,3033.0
1 to 13 weeks,2018-19,Females,50.409,3235.0
1 to 13 weeks,2019-20,Females,37.646,3379.0
1 to 13 weeks,2020-21,Females,65.968,3263.0
1 to 13 weeks,2021-22,Females,90.696,3309.0
14 to 26 weeks,2017-18,Females,41.584,11446.0
14 to 26 weeks,2018-19,Females,44.272,11827.0
14 to 26 weeks,2019-20,Females,46.998,11072.0
14 to 26 weeks,2020-21,Females,57.863,11968.0
14 to 26 weeks,2021-22,Females,84.009,12327.0
27 to 39 weeks,2017-18,Females,32.555,18898.0
27 to 39 weeks,2018-19,Females,36.319,19094.0
27 to 39 weeks,2019-20,Females,38.007,16808.0
27 to 39 weeks,2020-21,Females,45.315,19598.0
27 to 39 weeks,2021-22,Females,66.491,19647.0
40 to 52 weeks,2017-18,Females,246.79,36589.0
40 to 52 weeks,2018-19,Females,272.866,37967.0
40 to 52 weeks,2019-20,Females,295.58,38979.0
40 to 52 weeks,2020-21,Females,325.298,42133.0
40 to 52 weeks,2021-22,Females,363.891,41663.0
1 to 13 weeks,2017-18,Persons,85.671,3633.0
1 to 13 weeks,2018-19,Persons,85.579,3848.0
1 to 13 weeks,2019-20,Persons,65.533,4042.0
1 to 13 weeks,2020-21,Persons,108.384,3751.0
1 to 13 weeks,2021-22,Persons,144.019,3799.0
14 to 26 weeks,2017-18,Persons,69.34,13712.0
14 to 26 weeks,2018-19,Persons,72.892,13946.0
14 to 26 weeks,2019-20,Persons,77.021,12940.0
14 to 26 weeks,2020-21,Persons,93.112,13671.0
14 to 26 weeks,2021-22,Persons,131.632,14128.0
27 to 39 weeks,2017-18,Persons,54.395,22762.0
27 to 39 weeks,2018-19,Persons,60.039,22542.0
27 to 39 weeks,2019-20,Persons,61.688,19768.0
27 to 39 weeks,2020-21,Persons,72.789,22031.0
27 to 39 weeks,2021-22,Persons,103.455,22322.0
40 to 52 weeks,2017-18,Persons,400.511,42391.0
40 to 52 weeks,2018-19,Persons,438.965,43886.0
40 to 52 weeks,2019-20,Persons,475.264,44676.0
40 to 52 weeks,2020-21,Persons,518.165,47562.0
40 to 52 weeks,2021-22,Persons,572.687,47462.0
1 to 13 weeks,2017-18,Males,16.12,2869.0
1 to 13 weeks,2018-19,Males,15.395,3011.0
1 to 13 weeks,2019-20,Males,11.451,3126.0
1 to 13 weeks,2020-21,Males,19.675,3038.0
1 to 13 weeks,2021-22,Males,24.43,2976.0
14 to 26 weeks,2017-18,Males,10.889,12392.0
14 to 26 weeks,2018-19,Males,11.515,12407.0
14 to 26 weeks,2019-20,Males,11.64,11123.0
14 to 26 weeks,2020-21,Males,14.684,12031.0
14 to 26 weeks,2021-22,Males,19.569,11695.0
27 to 39 weeks,2017-18,Males,8.907,20066.0
27 to 39 weeks,2018-19,Males,9.727,17323.0
27 to 39 weeks,2019-20,Males,9.961,14971.0
27 to 39 weeks,2020-21,Males,11.973,16014.0
27 to 39 weeks,2021-22,Males,16.082,16857.0
40 to 52 weeks,2017-18,Males,47.591,38571.0
40 to 52 weeks,2018-19,Males,53.049,41127.0
40 to 52 weeks,2019-20,Males,57.621,41520.0
40 to 52 weeks,2020-21,Males,59.388,44624.0
40 to 52 weeks,2021-22,Males,67.658,43500.0
1 to 13 weeks,2017-18,Females,7.691,1929.0
1 to 13 weeks,2018-19,Females,8.524,1967.0
1 to 13 weeks,2019-20,Females,6.242,2142.0
1 to 13 weeks,2020-21,Females,12.435,2140.0
1 to 13 weeks,2021-22,Females,19.447,2110.0
14 to 26 weeks,2017-18,Females,6.447,7055.0
14 to 26 weeks,2018-19,Females,7.426,7576.0
14 to 26 weeks,2019-20,Females,7.75,6401.0
14 to 26 weeks,2020-21,Females,9.995,8026.0
14 to 26 weeks,2021-22,Females,16.757,7333.0
27 to 39 weeks,2017-18,Females,5.257,10980.0
27 to 39 weeks,2018-19,Females,6.451,10328.0
27 to 39 weeks,2019-20,Females,6.967,9789.0
27 to 39 weeks,2020-21,Females,8.24,12501.0
27 to 39 weeks,2021-22,Females,14.343,11405.0
40 to 52 weeks,2017-18,Females,28.453,27722.0
40 to 52 weeks,2018-19,Females,33.68,28630.0
40 to 52 weeks,2019-20,Females,38.62,29387.0
40 to 52 weeks,2020-21,Females,41.211,33088.0
40 to 52 weeks,2021-22,Females,50.319,29918.0
1 to 13 weeks,2017-18,Persons,23.804,2513.0
1 to 13 weeks,2018-19,Persons,23.925,2586.0
1 to 13 weeks,2019-20,Persons,17.691,2738.0
1 to 13 weeks,2020-21,Persons,32.117,2641.0
1 to 13 weeks,2021-22,Persons,43.882,2552.0
14 to 26 weeks,2017-18,Persons,17.334,10417.0
14 to 26 weeks,2018-19,Persons,18.944,10313.0
14 to 26 weeks,2019-20,Persons,19.388,9120.0
14 to 26 weeks,2020-21,Persons,24.679,10223.0
14 to 26 weeks,2021-22,Persons,36.327,9330.0
27 to 39 weeks,2017-18,Persons,14.165,16045.0
27 to 39 weeks,2018-19,Persons,16.176,13920.0
27 to 39 weeks,2019-20,Persons,16.934,12348.0
27 to 39 weeks,2020-21,Persons,20.217,14250.0
27 to 39 weeks,2021-22,Persons,30.427,13652.0
40 to 52 weeks,2017-18,Persons,76.039,34327.0
40 to 52 weeks,2018-19,Persons,86.725,36055.0
40 to 52 weeks,2019-20,Persons,96.237,36270.0
40 to 52 weeks,2020-21,Persons,100.601,39923.0
40 to 52 weeks,2021-22,Persons,117.975,37287.0
1 to 13 weeks,2017-18,Males,10.372,6762.0
1 to 13 weeks,2018-19,Males,9.796,7075.0
1 to 13 weeks,2019-20,Males,6.989,8458.0
1 to 13 weeks,2020-21,Males,8.628,7059.0
1 to 13 weeks,2021-22,Males,9.53,7185.0
14 to 26 weeks,2017-18,Males,7.9,23971.0
14 to 26 weeks,2018-19,Males,7.53,25115.0
14 to 26 weeks,2019-20,Males,7.069,23047.0
14 to 26 weeks,2020-21,Males,7.287,24515.0
14 to 26 weeks,2021-22,Males,8.33,24947.0
27 to 39 weeks,2017-18,Males,5.879,39183.0
27 to 39 weeks,2018-19,Males,5.997,39531.0
27 to 39 weeks,2019-20,Males,5.551,37385.0
27 to 39 weeks,2020-21,Males,5.649,37639.0
27 to 39 weeks,2021-22,Males,6.477,40944.0
40 to 52 weeks,2017-18,Males,65.916,70218.0
40 to 52 weeks,2018-19,Males,64.906,71657.0
40 to 52 weeks,2019-20,Males,64.771,71618.0
40 to 52 weeks,2020-21,Males,65.0,75592.0
40 to 52 weeks,2021-22,Males,64.015,77678.0
1 to 13 weeks,2017-18,Females,8.261,3916.0
1 to 13 weeks,2018-19,Females,8.321,4348.0
1 to 13 weeks,2019-20,Females,5.839,4733.0
1 to 13 weeks,2020-21,Females,7.976,4240.0
1 to 13 weeks,2021-22,Females,9.843,4233.0
14 to 26 weeks,2017-18,Females,7.28,14295.0
14 to 26 weeks,2018-19,Females,7.233,15882.0
14 to 26 weeks,2019-20,Females,6.572,14845.0
14 to 26 weeks,2020-21,Females,7.154,15395.0
14 to 26 weeks,2021-22,Females,8.657,15476.0
27 to 39 weeks,2017-18,Females,5.683,24147.0
27 to 39 weeks,2018-19,Females,5.836,23493.0
27 to 39 weeks,2019-20,Females,5.415,22661.0
27 to 39 weeks,2020-21,Females,5.771,24464.0
27 to 39 weeks,2021-22,Females,6.722,25349.0
40 to 52 weeks,2017-18,Females,71.137,46362.0
40 to 52 weeks,2018-19,Females,69.829,47770.0
40 to 52 weeks,2019-20,Females,68.315,48346.0
40 to 52 weeks,2020-21,Females,70.124,52045.0
40 to 52 weeks,2021-22,Females,69.744,52101.0
1 to 13 weeks,2017-18,Persons,18.632,5308.0
1 to 13 weeks,2018-19,Persons,18.116,5721.0
1 to 13 weeks,2019-20,Persons,12.827,6626.0
1 to 13 weeks,2020-21,Persons,16.603,5550.0
1 to 13 weeks,2021-22,Persons,19.366,5466.0
14 to 26 weeks,2017-18,Persons,15.184,19150.0
14 to 26 weeks,2018-19,Persons,14.758,20204.0
14 to 26 weeks,2019-20,Persons,13.645,18655.0
14 to 26 weeks,2020-21,Persons,14.443,19479.0
14 to 26 weeks,2021-22,Persons,16.987,19862.0
27 to 39 weeks,2017-18,Persons,11.56,31531.0
27 to 39 weeks,2018-19,Persons,11.831,31187.0
27 to 39 weeks,2019-20,Persons,10.969,29751.0
27 to 39 weeks,2020-21,Persons,11.423,30264.0
27 to 39 weeks,2021-22,Persons,13.206,32247.0
40 to 52 weeks,2017-18,Persons,137.055,56633.0
40 to 52 weeks,2018-19,Persons,134.738,58200.0
40 to 52 weeks,2019-20,Persons,133.086,58625.0
40 to 52 weeks,2020-21,Persons,135.123,62432.0
40 to 52 weeks,2021-22,Persons,133.76,63476.0
1 to 13 weeks,2017-18,Males,11.952,2868.0
1 to 13 weeks,2018-19,Males,13.758,3152.0
1 to 13 weeks,2019-20,Males,13.715,3053.0
1 to 13 weeks,2020-21,Males,17.905,3400.0
1 to 13 weeks,2021-22,Males,19.807,3734.0
14 to 26 weeks,2017-18,Males,8.935,11183.0
14 to 26 weeks,2018-19,Males,11.573,11541.0
14 to 26 weeks,2019-20,Males,14.487,10542.0
14 to 26 weeks,2020-21,Males,15.799,12312.0
14 to 26 weeks,2021-22,Males,18.154,13567.0
27 to 39 weeks,2017-18,Males,7.16,17626.0
27 to 39 weeks,2018-19,Males,9.853,17722.0
27 to 39 weeks,2019-20,Males,11.9,16647.0
27 to 39 weeks,2020-21,Males,13.631,19586.0
27 to 39 weeks,2021-22,Males,13.561,23238.0
40 to 52 weeks,2017-18,Males,29.257,22959.0
40 to 52 weeks,2018-19,Males,39.275,25904.0
40 to 52 weeks,2019-20,Males,45.582,26466.0
40 to 52 weeks,2020-21,Males,43.363,29071.0
40 to 52 weeks,2021-22,Males,41.217,32176.0
1 to 13 weeks,2017-18,Females,8.851,2795.0
1 to 13 weeks,2018-19,Females,10.871,2952.0
1 to 13 weeks,2019-20,Females,10.093,2910.0
1 to 13 weeks,2020-21,Females,13.602,3165.0
1 to 13 weeks,2021-22,Females,15.441,3403.0
14 to 26 weeks,2017-18,Females,7.437,10402.0
14 to 26 weeks,2018-19,Females,10.006,10827.0
14 to 26 weeks,2019-20,Females,12.282,9934.0
14 to 26 weeks,2020-21,Females,13.13,11652.0
14 to 26 weeks,2021-22,Females,14.626,12389.0
27 to 39 weeks,2017-18,Females,5.771,16075.0
27 to 39 weeks,2018-19,Females,7.876,16450.0
27 to 39 weeks,2019-20,Females,9.903,15739.0
27 to 39 weeks,2020-21,Females,10.878,18515.0
27 to 39 weeks,2021-22,Females,11.242,21772.0
40 to 52 weeks,2017-18,Females,22.358,19841.0
40 to 52 weeks,2018-19,Females,30.703,22035.0
40 to 52 weeks,2019-20,Females,36.204,22958.0
40 to 52 weeks,2020-21,Females,32.755,27942.0
40 to 52 weeks,2021-22,Females,33.55,31117.0
1 to 13 weeks,2017-18,Persons,20.805,2830.0
1 to 13 weeks,2018-19,Persons,24.629,3059.0
1 to 13 weeks,2019-20,Persons,23.805,2983.0
1 to 13 weeks,2020-21,Persons,31.509,3289.0
1 to 13 weeks,2021-22,Persons,35.249,3588.0
14 to 26 weeks,2017-18,Persons,16.368,10860.0
14 to 26 weeks,2018-19,Persons,21.58,11195.0
14 to 26 weeks,2019-20,Persons,26.762,10261.0
14 to 26 weeks,2020-21,Persons,28.928,11998.0
14 to 26 weeks,2021-22,Persons,32.787,13041.0
27 to 39 weeks,2017-18,Persons,12.933,16951.0
27 to 39 weeks,2018-19,Persons,17.735,17163.0
27 to 39 weeks,2019-20,Persons,21.802,16199.0
27 to 39 weeks,2020-21,Persons,24.511,19093.0
27 to 39 weeks,2021-22,Persons,24.801,22526.0
40 to 52 weeks,2017-18,Persons,51.612,21584.0
40 to 52 weeks,2018-19,Persons,69.98,24260.0
40 to 52 weeks,2019-20,Persons,81.79,25046.0
40 to 52 weeks,2020-21,Persons,76.125,28571.0
40 to 52 weeks,2021-22,Persons,74.772,31684.0
1 to 13 weeks,2017-18,Males,2.098,3702.0
1 to 13 weeks,2018-19,Males,2.622,4181.0
1 to 13 weeks,2019-20,Males,2.32,4658.0
1 to 13 weeks,2020-21,Males,3.075,4118.0
1 to 13 weeks,2021-22,Males,4.116,3486.0
14 to 26 weeks,2017-18,Males,1.767,14143.0
14 to 26 weeks,2018-19,Males,2.286,13917.0
14 to 26 weeks,2019-20,Males,2.62,13666.0
14 to 26 weeks,2020-21,Males,3.047,14940.0
14 to 26 weeks,2021-22,Males,4.072,13517.0
27 to 39 weeks,2017-18,Males,1.374,19794.0
27 to 39 weeks,2018-19,Males,1.842,21551.0
27 to 39 weeks,2019-20,Males,1.994,19643.0
27 to 39 weeks,2020-21,Males,2.257,20293.0
27 to 39 weeks,2021-22,Males,3.07,19071.0
40 to 52 weeks,2017-18,Males,9.314,61115.0
40 to 52 weeks,2018-19,Males,12.138,63519.0
40 to 52 weeks,2019-20,Males,14.248,63403.0
40 to 52 weeks,2020-21,Males,14.541,69165.0
40 to 52 weeks,2021-22,Males,16.631,70409.0
1 to 13 weeks,2017-18,Females,2.357,2763.0
1 to 13 weeks,2018-19,Females,2.964,2801.0
1 to 13 weeks,2019-20,Females,2.511,3172.0
1 to 13 weeks,2020-21,Females,3.411,2862.0
1 to 13 weeks,2021-22,Females,4.591,2553.0
14 to 26 weeks,2017-18,Females,2.144,10439.0
14 to 26 weeks,2018-19,Females,2.739,10210.0
14 to 26 weeks,2019-20,Females,3.079,9652.0
14 to 26 weeks,2020-21,Females,3.462,10921.0
14 to 26 weeks,2021-22,Females,4.778,9790.0
27 to 39 weeks,2017-18,Females,1.57,13806.0
27 to 39 weeks,2018-19,Females,2.139,14720.0
27 to 39 weeks,2019-20,Females,2.373,13863.0
27 to 39 weeks,2020-21,Females,2.699,15094.0
27 to 39 weeks,2021-22,Females,3.593,13242.0
40 to 52 weeks,2017-18,Females,10.489,40396.0
40 to 52 weeks,2018-19,Females,13.53,42627.0
40 to 52 weeks,2019-20,Females,15.355,43053.0
40 to 52 weeks,2020-21,Females,15.656,49771.0
40 to 52 weeks,2021-22,Females,18.364,47708.0
1 to 13 weeks,2017-18,Persons,4.453,3135.0
1 to 13 weeks,2018-19,Persons,5.591,3401.0
1 to 13 weeks,2019-20,Persons,4.825,3815.0
1 to 13 weeks,2020-21,Persons,6.49,3361.0
1 to 13 weeks,2021-22,Persons,8.709,2938.0
14 to 26 weeks,2017-18,Persons,3.907,11956.0
14 to 26 weeks,2018-19,Persons,5.023,11914.0
14 to 26 weeks,2019-20,Persons,5.696,11429.0
14 to 26 weeks,2020-21,Persons,6.507,12598.0
14 to 26 weeks,2021-22,Persons,8.856,11201.0
27 to 39 weeks,2017-18,Persons,2.944,15846.0
27 to 39 weeks,2018-19,Persons,3.987,17521.0
27 to 39 weeks,2019-20,Persons,4.362,16150.0
27 to 39 weeks,2020-21,Persons,4.953,17107.0
27 to 39 weeks,2021-22,Persons,6.665,15647.0
40 to 52 weeks,2017-18,Persons,19.807,48821.0
40 to 52 weeks,2018-19,Persons,25.668,51477.0
40 to 52 weeks,2019-20,Persons,29.607,51698.0
40 to 52 weeks,2020-21,Persons,30.199,58560.0
40 to 52 weeks,2021-22,Persons,34.998,57512.0
1 to 13 weeks,2017-18,Males,66.731,5123.0
1 to 13 weeks,2018-19,Males,61.668,5498.0
1 to 13 weeks,2019-20,Males,46.606,5440.0
1 to 13 weeks,2020-21,Males,57.93,5459.0
1 to 13 weeks,2021-22,Males,66.213,5661.0
14 to 26 weeks,2017-18,Males,44.3,20157.0
14 to 26 weeks,2018-19,Males,45.588,19227.0
14 to 26 weeks,2019-20,Males,44.012,18267.0
14 to 26 weeks,2020-21,Males,45.634,19209.0
14 to 26 weeks,2021-22,Males,54.107,20214.0
27 to 39 weeks,2017-18,Males,31.99,33582.0
27 to 39 weeks,2018-19,Males,35.844,31278.0
27 to 39 weeks,2019-20,Males,34.02,28392.0
27 to 39 weeks,2020-21,Males,34.761,29921.0
27 to 39 weeks,2021-22,Males,39.636,32476.0
40 to 52 weeks,2017-18,Males,196.859,60654.0
40 to 52 weeks,2018-19,Males,202.604,62329.0
40 to 52 weeks,2019-20,Males,211.456,62692.0
40 to 52 weeks,2020-21,Males,210.661,66313.0
40 to 52 weeks,2021-22,Males,210.518,68506.0
1 to 13 weeks,2017-18,Females,45.085,3365.0
1 to 13 weeks,2018-19,Females,43.455,3672.0
1 to 13 weeks,2019-20,Females,31.438,3837.0
1 to 13 weeks,2020-21,Females,42.895,3682.0
1 to 13 weeks,2021-22,Females,54.737,3561.0
14 to 26 weeks,2017-18,Females,34.473,13748.0
14 to 26 weeks,2018-19,Females,35.37,13889.0
14 to 26 weeks,2019-20,Females,33.918,13319.0
14 to 26 weeks,2020-21,Females,36.835,13931.0
14 to 26 weeks,2021-22,Females,46.904,13866.0
27 to 39 weeks,2017-18,Females,25.511,22942.0
27 to 39 weeks,2018-19,Females,28.041,22326.0
27 to 39 weeks,2019-20,Females,27.103,20555.0
27 to 39 weeks,2020-21,Females,28.274,22615.0
27 to 39 weeks,2021-22,Females,35.082,22468.0
40 to 52 weeks,2017-18,Females,169.324,44897.0
40 to 52 weeks,2018-19,Females,175.751,46547.0
40 to 52 weeks,2019-20,Females,181.332,47165.0
40 to 52 weeks,2020-21,Females,182.9,50632.0
40 to 52 weeks,2021-22,Females,187.634,50591.0
1 to 13 weeks,2017-18,Persons,111.815,4317.0
1 to 13 weeks,2018-19,Persons,105.127,4669.0
1 to 13 weeks,2019-20,Persons,78.037,4754.0
1 to 13 weeks,2020-21,Persons,100.825,4604.0
1 to 13 weeks,2021-22,Persons,120.967,4618.0
14 to 26 weeks,2017-18,Persons,78.773,17098.0
14 to 26 weeks,2018-19,Persons,80.954,16665.0
14 to 26 weeks,2019-20,Persons,77.932,15928.0
14 to 26 weeks,2020-21,Persons,82.476,16543.0
14 to 26 weeks,2021-22,Persons,101.026,16991.0
27 to 39 weeks,2017-18,Persons,57.502,28363.0
27 to 39 weeks,2018-19,Persons,63.886,26985.0
27 to 39 weeks,2019-20,Persons,61.123,24579.0
27 to 39 weeks,2020-21,Persons,63.032,26245.0
27 to 39 weeks,2021-22,Persons,74.726,27426.0
40 to 52 weeks,2017-18,Persons,366.18,52397.0
40 to 52 weeks,2018-19,Persons,378.354,54147.0
40 to 52 weeks,2019-20,Persons,392.784,54674.0
40 to 52 weeks,2020-21,Persons,393.557,58254.0
40 to 52 weeks,2021-22,Persons,398.163,59334.0
1 to 13 weeks,2017-18,Males,243.414,2966.0
1 to 13 weeks,2018-19,Males,238.533,3108.0
1 to 13 weeks,2019-20,Males,194.743,2997.0
1 to 13 weeks,2020-21,Males,205.787,3373.0
1 to 13 weeks,2021-22,Males,252.464,3657.0
14 to 26 weeks,2017-18,Males,146.997,12260.0
14 to 26 weeks,2018-19,Males,165.862,11437.0
14 to 26 weeks,2019-20,Males,179.226,9613.0
14 to 26 weeks,2020-21,Males,158.081,11500.0
14 to 26 weeks,2021-22,Males,203.967,13017.0
27 to 39 weeks,2017-18,Males,98.296,17814.0
27 to 39 weeks,2018-19,Males,122.961,15638.0
27 to 39 weeks,2019-20,Males,142.184,12856.0
27 to 39 weeks,2020-21,Males,127.034,16293.0
27 to 39 weeks,2021-22,Males,135.235,21714.0
40 to 52 weeks,2017-18,Males,442.45,36151.0
40 to 52 weeks,2018-19,Males,500.193,34794.0
40 to 52 weeks,2019-20,Males,560.125,33635.0
40 to 52 weeks,2020-21,Males,541.755,39987.0
40 to 52 weeks,2021-22,Males,531.615,45009.0
1 to 13 weeks,2017-18,Females,195.215,2397.0
1 to 13 weeks,2018-19,Females,201.001,2497.0
1 to 13 weeks,2019-20,Females,164.677,2446.0
1 to 13 weeks,2020-21,Females,178.178,2654.0
1 to 13 weeks,2021-22,Females,224.035,2783.0
14 to 26 weeks,2017-18,Females,126.367,9541.0
14 to 26 weeks,2018-19,Females,145.524,9081.0
14 to 26 weeks,2019-20,Females,158.968,7331.0
14 to 26 weeks,2020-21,Females,142.095,9273.0
14 to 26 weeks,2021-22,Females,182.43,10096.0
