feature,year,gender,number_of_jobs,median_income
Education and training,2017-18,FEMALES,1031.478,30307.0
Education and training,2018-19,FEMALES,988.92,28862.0
Education and training,2019-20,FEMALES,1066.52,33964.0
Education and training,2020-21,FEMALES,1065.633,36501.0
Education and training,2021-22,FEMALES,1175.18,32565.0
Education and training,2017-18,PERSONS,1490.189,30031.0
Education and training,2018-19,PERSONS,1435.469,28506.0
Education and training,2019-20,PERSONS,1540.755,33512.0
Education and training,2020-21,PERSONS,1530.025,36419.0
Education and training,2021-22,PERSONS,1675.169,32504.0
Health care and social assistance,2017-18,MALES,464.069,49199.0
Health care and social assistance,2018-19,MALES,495.63,49852.0
Health care and social assistance,2019-20,MALES,493.121,48074.0
Health care and social assistance,2020-21,MALES,578.676,50868.0
Health care and social assistance,2021-22,MALES,639.622,46915.0
Health care and social assistance,2017-18,FEMALES,1698.774,35395.0
Health care and social assistance,2018-19,FEMALES,1814.066,36371.0
Health care and social assistance,2019-20,FEMALES,1774.976,36079.0
Health care and social assistance,2020-21,FEMALES,2077.339,37535.0
Health care and social assistance,2021-22,FEMALES,2291.362,34353.0
Health care and social assistance,2017-18,PERSONS,2162.857,37535.0
Health care and social assistance,2018-19,PERSONS,2309.7,38494.0
Health care and social assistance,2019-20,PERSONS,2268.093,37955.0
Health care and social assistance,2020-21,PERSONS,2656.171,39725.0
Health care and social assistance,2021-22,PERSONS,2931.168,36450.0
Arts and recreation services,2017-18,MALES,184.569,10195.0
Arts and recreation services,2018-19,MALES,192.773,10576.0
Arts and recreation services,2019-20,MALES,192.931,12132.0
Arts and recreation services,2020-21,MALES,191.544,13932.0
Arts and recreation services,2021-22,MALES,209.296,9619.5
Arts and recreation services,2017-18,FEMALES,199.245,6861.0
Arts and recreation services,2018-19,FEMALES,215.345,7107.0
Arts and recreation services,2019-20,FEMALES,220.447,8028.0
Arts and recreation services,2020-21,FEMALES,225.357,8999.0
Arts and recreation services,2021-22,FEMALES,252.296,6258.0
Arts and recreation services,2017-18,PERSONS,383.824,8228.0
Arts and recreation services,2018-19,PERSONS,408.118,8500.0
Arts and recreation services,2019-20,PERSONS,413.378,9799.0
Arts and recreation services,2020-21,PERSONS,417.257,10871.5
Arts and recreation services,2021-22,PERSONS,462.056,7500.0
